id,crew_id,movie_id
741,491,1894
742,491,180
743,491,672
744,491,640
745,491,673
746,491,594
747,491,1895
748,491,1904
749,491,17578
750,491,57212
751,491,72976
752,491,203833
753,491,140607
754,10640,665
755,2997,9603
756,2997,37165
757,2997,9473
758,2997,2668
759,2997,9428
760,2997,1584
761,2997,11774
762,2997,421
763,2997,4538
764,2997,6977
765,2997,7345
766,2997,37799
767,2997,44264
768,2997,60308
769,2997,65754
770,2997,83666
771,2997,109424
772,2997,86829
773,2997,120467
774,2997,264660
775,2997,321697
776,5490,454
777,5490,279
778,5490,607
779,5490,192
780,5490,1213
781,5490,10201
782,5490,39254
783,5490,49047
784,5490,228970
785,1718,22
786,10199,679
787,10199,272
788,10199,1124
789,142152,544
790,142152,11005
791,142152,9741
792,83118,37094
793,1565199,297
794,543194,1621
795,543194,1213
796,543194,558
797,5493,1213
798,5493,8055
799,18173,1621
800,18173,11005
801,18173,9475
802,18173,388
803,18173,194662
804,91092,65
805,91092,75656
806,1387195,1640
807,1387195,22803
808,1387195,55721
809,1387195,238636
810,1345595,568
811,1345595,14
812,1345595,98
813,1345595,2501
814,1345595,1771
815,1345595,50014
816,1345595,166426
817,1345595,206647
818,1404218,855
819,1404218,320
820,1404218,1538
821,1404218,82693
822,1565201,297
823,91096,297
824,91096,65
825,1555703,297
826,1399061,297
827,1399061,924
828,1399061,205587
829,1399061,293660
830,1464541,4982
831,1391583,602
832,1391583,9475
833,1194262,1578
834,1194262,703
835,53346,2501
836,53346,49049
837,53346,72190
838,53346,80274
839,53346,203833
840,53346,76341
841,53346,296096
842,1177713,8055
843,1177713,102382
844,4184,297
845,4184,9475
846,17220,1597
847,1582414,163
848,1748870,544
849,1720,1213
850,1720,10637
851,1720,824
852,1720,9799
853,1720,22
854,1720,22881
855,1720,76726
856,1720,64682
857,1720,140823
858,1720,222935
859,1720,249164
860,1720,76341
861,1720,166426
862,1720,293660
863,1720,310307
864,9028,628
865,9028,954
866,1123059,1584
867,4500,11688
868,4500,310
869,4500,615
870,4500,187
871,4500,10138
872,4500,158011
873,4500,278927
874,11410,754
875,10702,710
876,10702,36557
877,9856,710
878,9856,658
879,9856,646
880,9856,36557
881,9856,37724
882,9856,206647
883,10704,710
884,10705,710
885,10666,710
886,10666,36557
887,10666,37724
888,10666,206647
889,10493,710
890,996,710
891,996,101
892,996,18
893,996,240832
894,1459,710
895,1459,9732
896,10709,710
897,10709,2277
898,10709,36557
899,5056,710
900,5056,348
901,10496,710
902,10496,36557
903,10496,13448
904,10496,37724
905,10496,206647
906,8524,710
907,8524,36955
908,8524,679
909,8524,597
910,8524,36557
911,10710,710
912,10710,671
913,10710,672
914,10710,673
915,10710,674
916,10710,675
917,10710,767
918,10710,57212
919,10710,207703
920,10711,710
921,10712,710
922,8526,710
923,8526,1891
924,8526,85
925,8526,597
926,10714,710
927,10714,672
928,10714,272
929,10714,36557
930,10714,155
931,10714,49026
932,10714,297762
933,69678,710
934,69678,36557
935,69678,37724
936,69678,206647
937,10706,710
938,10706,1955
939,10703,710
940,1593072,710
941,1593072,671
942,10788,710
943,10788,853
944,10788,671
945,10788,672
946,10788,673
947,10788,36557
948,10788,155
949,10788,118340
950,10788,330459
951,1727828,710
952,1727828,597
953,1325211,710
954,1325211,853
955,1325211,57212
956,1325211,137113
957,1325211,140607
958,1325211,330459
959,18457,710
960,5062,710
961,5062,348
962,1532215,710
963,1532215,107
964,1532215,321612
965,1398136,710
966,40747,710
967,40747,752
968,1408816,710
969,1408816,36557
970,1485317,710
971,1189807,710
972,1189807,82992
973,1189807,137113
974,1189807,177677
975,1189807,118340
976,1189807,238713
977,1425502,710
978,1425502,9509
979,1427545,710
980,1427545,1891
981,1727833,710
982,1727834,710
983,1727835,710
984,1081073,710
985,1081073,272
986,1081073,140607
987,1392704,710
988,1392704,2666
989,1413507,710
990,38362,710
991,1340118,710
992,1340118,345
993,1561880,710
994,1561880,345
995,40818,710
996,40818,634
997,40818,752
998,9854,710
999,9854,1541
1000,1576017,710
1001,1576017,2493
1002,1576017,634
1003,2702,207
1004,2702,380
1005,2702,1213
1006,2702,671
1007,2702,76341
1008,3026,2493
1009,3026,235
1010,3026,639
1011,3026,881
1012,3026,1700
1013,3026,7350
1014,3032,2493
1015,3032,235
1016,3032,639
1017,3032,881
1018,3032,1700
1019,3032,7350
1020,3032,75656
1021,3032,212778
1022,3032,257211
1023,9251,639
1024,9251,881
1025,9251,10312
1026,9251,9473
1027,9251,1700
1028,9251,7350
1029,13520,881
1030,13520,37799
1031,13520,60308
1032,13520,321697
1033,14639,3034
1034,14639,1955
1035,488,329
1036,488,424
1037,488,601
1038,488,85
1039,488,105
1040,488,89
1041,488,578
1042,488,607
1043,488,609
1044,488,927
1045,488,9340
1046,488,165
1047,488,196
1048,488,857
1049,488,87
1050,488,9837
1051,488,856
1052,488,840
1053,488,879
1054,488,808
1055,488,644
1056,488,180
1057,488,640
1058,488,594
1059,488,1904
1060,488,1858
1061,488,37686
1062,488,39254
1063,488,17578
1064,488,57212
1065,488,41154
1066,488,72976
1067,488,135397
1068,488,296098
1069,488,331214
1070,489,329
1071,489,601
1072,489,105
1073,489,609
1074,489,9340
1075,489,165
1076,489,196
1077,489,87
1078,489,745
1079,489,856
1080,489,879
1081,489,644
1082,489,4922
1083,489,17578
1084,489,57212
1085,489,72976
1086,489,140607
1087,489,330459
1088,12061,808
1089,21879,9837
1090,1205985,10386
1091,1205985,12244
1092,1205985,10191
1093,1205985,20352
1094,1447385,9837
1095,1447385,10501
1096,1447385,9023
1097,1447385,49444
1098,1447385,81188
1099,1447593,9837
1100,1447593,10501
1101,1447593,9023
1102,1447593,4523
1103,1447593,10191
1104,1451229,9837
1105,1451229,10501
1106,1451229,808
1107,1451229,9023
1108,1451229,118
1109,1451229,3933
1110,1457635,99861
1111,1462665,9837
1112,1462665,10501
1113,1462665,9023
1114,1462665,12155
1115,8383,2493
1116,8383,18
1117,391,2493
1118,391,68
1119,391,879
1120,391,1700
1121,3986,280
1122,3986,1368
1123,3986,861
1124,7228,2164
1125,6044,754
1126,6044,1830
1127,6044,7326
1128,6044,8909
1129,6044,12244
1130,6044,22947
1131,6044,20504
1132,6044,64690
1133,6044,50646
1134,6044,75780
1135,6044,177677
1136,6044,242582
1137,10685,2048
1138,16938,1573
1139,1368867,13
1140,1368867,744
1141,1368867,686
1142,1368867,117
1143,1368867,4147
1144,1368867,561
1145,1368867,58
1146,1368867,285
1147,1368867,2253
1148,1368867,23168
1149,1368867,49521
1150,1032,524
1151,1032,103
1152,1032,769
1153,1032,1578
1154,1032,3131
1155,1032,2567
1156,1032,1422
1157,1032,11324
1158,1032,44826
1159,1032,106646
1160,1032,68730
1161,7170,524
1162,7170,769
1163,7170,44826
1164,7170,68730
1165,149,524
1166,149,241
1167,149,792
1168,149,881
1169,149,24
1170,149,393
1171,149,2567
1172,149,16869
1173,149,11324
1174,149,44826
1175,149,68718
1176,149,177572
1177,149,273248
1178,3661,524
1179,3661,769
1180,3661,1578
1181,3661,3131
1182,3661,2567
1183,3661,1422
1184,3661,11324
1185,3661,44826
1186,3661,106646
1187,3661,68730
1188,2242,524
1189,2242,13
1190,2242,769
1191,2242,297
1192,2242,9475
1193,2242,3131
1194,2242,2567
1195,2242,350
1196,2242,1422
1197,2242,11324
1198,2242,44826
1199,2242,106646
1200,2242,68730
1201,2242,296098
1202,2366,524
1203,2366,628
1204,2366,297
1205,2366,192
1206,2366,3131
1207,2366,2567
1208,2366,13885
1209,2366,11324
1210,2366,44826
1211,2366,150689
1212,2366,68730
1213,7163,524
1214,7163,769
1215,7163,4982
1216,7531,524
1217,7531,769
1218,7531,3131
1219,7531,2567
1220,7531,1422
1221,7531,44214
1222,7531,227306
1223,1614,146
1224,1614,142
1225,1614,87827
1226,32982,4348
1227,9152,6075
1228,9152,9366
1229,9152,634
1230,9152,674
1231,9152,10195
1232,9152,61791
1233,9152,62177
1234,9152,150689
1235,7021,509
1236,7021,508
1237,2294,755
1238,2294,8068
1239,2294,24
1240,2294,393
1241,2294,187
1242,2294,1991
1243,2294,68718
1244,138,755
1245,138,241
1246,138,680
1247,138,319
1248,138,500
1249,138,184
1250,138,24
1251,138,393
1252,138,187
1253,138,1991
1254,138,16869
1255,138,68718
1256,138,273248
1257,2545,755
1258,2545,680
1259,2545,500
1260,2545,489
1261,2545,184
1262,2545,24
1263,2545,393
1264,2545,16869
1265,2545,324786
1266,11423,755
1267,9042,629
1268,3113,755
1269,3113,8068
1270,3113,184
1271,3113,1487
1272,3113,1593
1273,3113,1417
1274,3113,11253
1275,3113,68726
1276,3115,680
1277,3115,500
1278,3115,1359
1279,156,680
1280,156,500
1281,156,184
1282,156,24
1283,156,393
1284,156,1991
1285,156,16869
1286,37334,755
1287,37334,680
1288,37334,500
1289,37333,680
1290,37333,489
1291,6940,9603
1292,6940,680
1293,6940,500
1294,6940,4995
1295,46589,680
1296,46589,500
1297,46589,5915
1298,46589,77016
1299,46589,222935
1300,46589,228205
1301,1395016,755
1302,1395016,680
1303,1549015,680
1304,1549015,74643
1305,1549015,49026
1306,1877352,680
1307,1851725,755
1308,148455,680
1309,148455,500
1310,1708344,755
1311,1708344,1487
1312,56791,782
1313,1547239,755
1314,1547239,680
1315,1547239,500
1316,1547239,5915
1317,144146,755
1318,144146,187
1319,1851724,755
1320,1877360,680
1321,1877361,680
1322,1552012,73
1323,1552012,14
1324,1622121,180
1325,1622121,640
1326,71901,755
1327,1342669,1372
1328,1342669,50646
1329,1342669,37724
1330,1342669,206647
1331,1564233,680
1332,1564233,581
1333,1564233,9799
1334,1564233,310
1335,20540,1640
1336,20540,1726
1337,20540,13804
1338,20540,10138
1339,20540,43539
1340,20540,10195
1341,20540,1771
1342,20540,24428
1343,20540,59440
1344,1401374,755
1345,1402054,755
1346,1415642,227306
1347,1410954,9428
1348,80824,9799
1349,1412227,9799
1350,1877415,755
1351,1412242,755
1352,1412242,2118
1353,1412242,11774
1354,1412242,51497
1355,4489,10312
1356,4489,310
1357,4507,319
1358,4507,9741
1359,4507,310
1360,4507,7453
1361,4507,8909
1362,4507,22954
1363,4700,319
1364,4700,9361
1365,6490,703
1366,6490,9475
1367,14457,1621
1368,1007395,36658
1369,1007395,1593
1370,1007395,7485
1371,20840,9737
1372,20840,1573
1373,1059,105
1374,1059,165
1375,1059,196
1376,1586,141
1377,1586,51876
1378,3805,268
1379,3805,380
1380,3805,49521
1381,23969,239563
1382,1264,6075
1383,1264,117
1384,1264,400928
1385,71130,1824
1386,1534236,629
1387,959360,11005
1388,6410,629
1389,6410,9737
1390,6410,782
1391,6410,2898
1392,6410,557
1393,6410,470
1394,6410,1538
1395,6410,1904
1396,6410,1262
1397,6410,5915
1398,6410,8065
1399,6410,7446
1400,6410,20766
1401,6410,60308
1402,6410,40807
1403,6410,1930
1404,6410,82633
1405,6410,103731
1406,6410,68724
1407,6410,109424
1408,6410,76203
1409,6410,194662
1410,6410,264660
1411,6410,227306
1412,6410,321697
1413,6410,281957
1414,6410,273481
1415,6410,312221
1416,6410,318846
1417,6410,340666
1418,6410,329865
1419,6410,274870
1420,6410,339403
1421,15524,16320
1422,15524,132363
1423,12258,819
1424,12258,4982
1425,9270,782
1426,9270,11005
1427,9270,640
1428,9270,11036
1429,13933,9361
1430,13933,956
1431,9989,9737
1432,9989,1637
1433,9989,37135
1434,9989,2034
1435,9989,10009
1436,9989,7485
1437,9989,5123
1438,9989,277834
1439,1537446,1429
1440,1537446,4982
1441,1403515,453
1442,51449,11005
1443,51449,22881
1444,1422054,607
1445,1405321,1359
1446,1444909,10189
1447,1444909,74643
1448,1444909,64688
1449,6328,51497
1450,6328,340666
1451,38410,676
1452,1411272,9799
1453,1411272,773
1454,933949,942
1455,2986,9799
1456,92377,607
1457,92377,116
1458,92377,59436
1459,1337464,9428
1460,1337464,44214
1461,1341403,782
1462,1341403,334
1463,1341403,9741
1464,1341403,8619
1465,1341403,11774
1466,1341403,1124
1467,1341403,155
1468,1341403,49026
1469,1341403,157336
1470,1341403,374720
1471,5174,639
1472,5174,607
1473,5174,2280
1474,5174,1700
1475,5174,11774
1476,5174,4523
1477,5174,41154
1478,2235,184
1479,2235,5176
1480,518,680
1481,518,10830
1482,518,782
1483,518,462
1484,5381,680
1485,5381,782
1486,5381,462
1487,5381,68718
1488,5382,680
1489,5382,782
1490,5382,462
1491,5382,68718
1492,5382,273248
1493,9614,607
1494,9614,1089
1495,2199,180
1496,2199,14306
1497,2199,76170
1498,2199,263115
1499,11802,680
1500,11802,500
1501,11802,786
1502,495,607
1503,495,10312
1504,495,14
1505,495,167
1506,495,161
1507,495,4147
1508,495,640
1509,495,594
1510,495,163
1511,495,1495
1512,495,298
1513,495,51497
1514,495,61791
1515,495,70160
1516,495,101299
1517,495,119450
1518,495,131631
1519,495,131634
1520,11412,13
1521,11412,754
1522,11412,9741
1523,11412,557
1524,6191,453
1525,6191,1422
1526,6191,4982
1527,6191,156022
1528,1453174,782
1529,1453174,557
1530,1453174,558
1531,1321004,644
1532,1527434,258480
1533,1280314,11005
1534,1397881,1572
1535,1397881,680
1536,853,73
1537,853,11036
1538,19155,82507
1539,17815,1592
1540,17815,11322
1541,8862,620
1542,10570,558
1543,10570,350
1544,10570,14306
1545,10570,76170
1546,10570,166426
1547,10570,263115
1548,5328,807
1549,5328,489
1550,5328,1359
1551,5328,392
1552,5328,7551
1553,5328,10189
1554,5328,50014
1555,5328,114150
1556,5328,146233
1557,5328,169813
1558,5328,152532
1559,5328,205587
1560,5328,284293
1561,5328,254470
1562,5328,314365
1563,3192,807
1564,3192,241
1565,3192,9495
1566,3192,319
1567,3192,9802
1568,3192,489
1569,3192,1359
1570,3192,392
1571,3192,7551
1572,3192,10189
1573,3192,71859
1574,3192,132363
1575,4023,807
1576,4023,9495
1577,4023,319
1578,4023,489
1579,4023,1359
1580,4023,392
1581,4023,7551
1582,4023,76170
1583,4023,245891
1584,4023,324552
1585,1253,508
1586,1253,116
1587,1253,9693
1588,60579,857
1589,60579,9509
1590,60579,7551
1591,60579,49538
1592,60579,296524
1593,20570,142
1594,3104,274
1595,3104,238
1596,3104,703
1597,7187,941
1598,7187,942
1599,7187,9340
1600,7187,1924
1601,9339,603
1602,9339,604
1603,9339,605
1604,9339,752
1605,9339,83542
1606,9340,603
1607,9340,604
1608,9340,605
1609,9340,752
1610,9340,83542
1611,12235,11778
1612,12235,840
1613,3175,240
1614,3175,2898
1615,3028,235
1616,3029,235
1617,29525,4951
1618,7200,36657
1619,7200,36658
1620,7200,561
1621,7200,36668
1622,7200,2080
1623,7200,49538
1624,7200,76170
1625,7200,127585
1626,7200,293660
1627,7200,246655
1628,7200,263115
1629,1091,562
1630,1091,1573
1631,1091,941
1632,1091,942
1633,1091,603
1634,1091,106
1635,1091,604
1636,1091,605
1637,1091,5236
1638,1091,752
1639,1091,13809
1640,1091,21208
1641,1091,10528
1642,1091,20504
1643,1091,58574
1644,1091,57214
1645,1091,225574
1646,1091,290250
1647,22816,11774
1648,5398,766
1649,5398,9533
1650,1376901,676
1651,1376901,19995
1652,1376901,24428
1653,1376901,99861
1654,1376901,166426
1655,3806,268
1656,3806,600
1657,3806,364
1658,3806,941
1659,3806,942
1660,3806,37094
1661,15327,197
1662,15327,320
1663,15327,272
1664,15327,1124
1665,15327,155
1666,15327,11322
1667,15327,49026
1668,15327,157336
1669,15327,374720
1670,2486,197
1671,2486,6114
1672,2486,857
1673,2486,1579
1674,2486,188927
1675,7849,581
1676,7849,857
1677,7849,1541
1678,5710,278
1679,5710,1541
1680,1322089,134
1681,1322089,640
1682,1322089,587
1683,1322089,594
1684,1322089,381284
1685,19291,197
1686,19291,857
1687,19291,1538
1688,19291,16320
1689,19291,294254
1690,1316296,562
1691,1316296,1573
1692,1316296,942
1693,1316296,106
1694,1316296,2832
1695,1316296,176
1696,1316296,107846
1697,1401253,942
1698,1360094,1930
1699,1360094,80274
1700,1360094,157336
1701,1360094,102382
1702,40594,4951
1703,4716,319
1704,1392129,167
1705,1401259,1573
1706,1401259,942
1707,1376818,278
1708,1376818,424
1709,1052,103
1710,1052,33
1711,1052,4232
1712,1341854,603
1713,1341854,22
1714,1341854,652
1715,1341854,561
1716,1341808,2756
1717,1341138,3558
1718,1341138,64688
1719,1341138,300671
1720,1342626,603
1721,1342626,561
1722,1342626,13223
1723,1342626,68734
1724,1342626,146233
1725,1342626,273481
1726,1342626,363676
1727,1342626,308266
1728,1341858,603
1729,1341858,13223
