movie_id,genre_id
116745,14
152601,10749
152601,878
152601,18
193756,28
193756,18
193756,53
193756,10752
140823,35
140823,18
140823,36
110415,28
110415,878
110415,18
157350,12
157350,28
157350,878
181886,53
181886,9648
137106,12
137106,16
137106,35
137106,10751
137106,14
120467,35
120467,18
157336,12
157336,18
157336,878
225574,28
225574,53
225574,9648
100402,28
100402,12
100402,878
180299,28
180299,80
180299,53
102382,28
102382,12
102382,14
240832,28
240832,878
127585,28
127585,12
127585,14
127585,878
212778,35
198277,35
198277,10402
198277,10749
198277,18
102651,14
102651,12
102651,28
102651,10751
102651,10749
137113,28
137113,878
262391,35
177677,28
177677,12
177677,53
222935,10749
222935,18
187017,80
187017,35
187017,28
156022,53
156022,28
156022,80
82702,14
82702,28
82702,12
82702,16
82702,35
82702,10751
194662,18
194662,35
85350,18
242224,18
242224,53
242224,27
244786,18
210577,9648
210577,53
210577,18
119450,878
119450,28
119450,18
119450,53
244267,878
244267,18
238636,27
238636,53
118340,28
118340,878
118340,12
227156,18
227156,878
249164,18
220289,53
220289,878
198663,28
198663,9648
198663,878
198663,53
190859,10752
190859,28
206487,878
206487,53
246741,35
246741,27
239571,18
239571,10749
245891,28
245891,53
205587,18
228150,10752
228150,18
228150,28
239563,35
242582,80
242582,18
242582,53
177572,12
177572,10751
177572,16
177572,28
177572,35
228326,10749
228326,16
228326,12
228326,35
228326,10751
228326,14
200727,35
200727,10749
264660,18
264660,878
205596,36
205596,18
205596,53
205596,10752
131631,878
131631,12
131631,53
265195,18
265195,53
265195,35
266856,18
266856,10749
110416,10751
110416,16
110416,14
135397,28
135397,12
135397,878
135397,53
293310,99
270946,10751
270946,16
270946,12
270946,35
284293,18
116149,10751
116149,35
294254,28
122917,28
122917,12
122917,14
273895,36
273895,18
227306,18
227306,10752
265177,18
228970,18
87093,18
207703,80
207703,35
207703,28
207703,12
198184,80
198184,28
198184,878
270303,27
270303,53
76341,28
76341,12
76341,878
76341,53
140607,28
140607,12
140607,878
140607,14
68735,28
68735,12
68735,14
99861,28
99861,12
99861,878
166426,12
166426,28
166426,14
166426,35
102899,878
102899,28
102899,12
293660,28
293660,12
293660,35
283995,28
283995,12
283995,35
283995,878
271110,12
271110,28
271110,878
284052,28
284052,12
284052,14
284052,878
246655,878
272693,10749
272693,35
167073,18
167073,10749
308639,80
308639,18
308639,35
308369,35
308369,18
273248,80
273248,18
273248,9648
273248,37
256591,10749
256591,35
256591,80
256591,18
150689,10749
150689,14
150689,10751
150689,18
262500,12
262500,878
262500,53
228161,14
228161,35
228161,16
228161,878
228161,10751
168259,28
228205,18
228205,10749
293863,14
293863,18
293863,10749
304410,35
304410,18
304410,10402
254470,35
254470,10402
258480,10749
258480,18
254320,53
254320,35
254320,18
254320,10749
254320,878
286217,18
286217,12
286217,878
251516,28
251516,35
251516,878
251516,14
238713,28
238713,35
238713,80
150540,18
150540,35
150540,16
150540,10751
131634,28
131634,12
131634,878
259316,12
259316,10751
259316,14
188927,28
188927,12
188927,878
211672,10751
211672,16
211672,12
211672,35
105864,12
105864,16
105864,10751
206647,28
206647,12
206647,80
321697,18
321697,36
278927,10751
278927,12
278927,18
278927,14
203801,35
203801,28
203801,12
285783,12
285783,18
285783,53
300671,28
300671,18
300671,36
300671,53
300671,10752
281957,37
281957,18
281957,12
281957,53
307081,28
307081,18
273481,28
273481,80
273481,18
273481,9648
273481,53
318781,18
318781,10749
318781,36
257211,35
264644,18
264644,53
328425,53
328425,9648
277216,18
277216,10402
306819,18
253412,12
253412,18
314365,18
314365,53
314365,36
159824,16
159824,35
159824,10751
309809,12
309809,16
309809,14
297762,28
297762,12
297762,14
68730,18
68730,36
296098,53
296098,18
321741,18
312221,18
318846,35
318846,18
340666,18
340666,53
140300,28
140300,12
140300,16
140300,35
140300,10751
140300,28
140300,12
140300,16
140300,35
140300,10751
319888,35
319888,18
319888,36
319888,35
319888,18
319888,36
296096,18
296096,10749
296096,18
296096,10749
333371,53
333371,878
333371,18
333371,53
333371,878
333371,18
269149,16
269149,12
269149,10751
269149,35
269149,16
269149,12
269149,10751
269149,35
364433,28
364433,18
364433,35
364433,53
364433,878
369557,10749
369557,18
369557,10402
376570,27
376570,53
127380,12
127380,16
127380,35
127380,10751
381341,35
381341,18
302401,18
302401,53
290250,28
290250,35
290250,80
290250,53
290098,53
290098,18
290098,10749
241259,10751
241259,14
334533,12
334533,35
334533,18
334533,10749
291805,28
291805,12
291805,35
291805,80
291805,9648
291805,53
259693,27
399106,10751
399106,16
328387,9648
328387,12
328387,80
363676,18
363676,36
308266,35
308266,80
308266,18
338766,80
338766,18
338766,53
338766,37
300669,80
300669,27
300669,53
376660,35
376660,18
396535,28
396535,27
396535,53
376867,18
313297,16
313297,12
313297,10751
296524,18
296524,28
283366,18
283366,14
283366,12
302946,80
302946,53
302946,18
372058,10749
372058,16
372058,18
324786,18
324786,36
324786,10752
258230,18
258230,14
329865,53
329865,18
329865,878
329865,9648
313369,35
313369,18
313369,10402
313369,10749
369885,28
369885,18
369885,10752
369885,10749
369885,53
136799,12
136799,16
136799,10751
334541,18
334543,18
345920,18
345920,10749
277834,12
277834,16
277834,10751
330459,28
330459,12
330459,878
381288,27
381288,53
274870,12
274870,18
274870,10749
274870,878
381284,18
310307,18
310307,36
335797,16
335797,35
335797,18
335797,10751
335797,10402
324849,28
324849,16
324849,35
324849,10751
324849,14
324552,53
324552,28
324552,80
419430,9648
419430,53
419430,27
263115,28
263115,18
263115,878
180863,80
180863,18
274857,28
274857,18
274857,14
321612,10751
321612,14
321612,10749
401104,18
382591,18
382591,35
400928,18
331214,28
331214,18
331214,10752
417678,18
417678,10749
337339,28
337339,80
337339,53
339403,28
339403,80
387426,12
387426,18
387426,14
387426,878
281338,18
281338,878
281338,10752
374720,28
374720,18
374720,36
374720,53
374720,10752
