id,actor_id,movie_id,character_name
527,28010,10020,Governor Ratcliffe (voice)
528,28010,10545,Governor Ratcliffe (voice)
529,28010,10865,Governor Ratcliffe (voice)
530,28010,11544,Governor Ratcliffe (voice)
531,31365,10530,Meeko (voice)
532,3203,10530,Powhatan (voice)
533,3203,241,Powhatan (voice)
534,3203,9361,Powhatan (voice)
535,3894,10530,Thomas (voice)
536,3894,1359,Thomas (voice)
537,3894,7299,Thomas (voice)
538,3894,4553,Thomas (voice)
539,3894,272,Thomas (voice)
540,3894,1124,Thomas (voice)
541,3894,5176,Thomas (voice)
542,3894,155,Thomas (voice)
543,3894,11322,Thomas (voice)
544,3894,45317,Thomas (voice)
545,3894,49026,Thomas (voice)
546,3894,168672,Thomas (voice)
547,3894,318846,Thomas (voice)
548,110316,10530,Pocahontas (singing voice)
549,12516,10530,Grandmother Willow (voice)
550,12516,1262,Grandmother Willow (voice)
551,52699,10530,Kaltag (voice)
552,52699,585,Kaltag (voice)
553,52699,14160,Kaltag (voice)
554,52699,22794,Kaltag (voice)
555,52699,10193,Kaltag (voice)
556,52699,93456,Kaltag (voice)
557,52699,150540,Kaltag (voice)
558,9188,10530,Ben (voice)
559,9188,8374,Ben (voice)
560,9188,616,Ben (voice)
561,9188,11774,Ben (voice)
562,9188,62177,Ben (voice)
563,9188,122917,Ben (voice)
564,181486,10530,Lon (voice)
565,181486,8467,Lon (voice)
566,15831,10530,Grizzly Bear (voice)
567,15831,8587,Grizzly Bear (voice)
568,15831,812,Grizzly Bear (voice)
569,15831,10020,Grizzly Bear (voice)
570,15831,10545,Grizzly Bear (voice)
571,15831,85,Grizzly Bear (voice)
572,15831,10674,Grizzly Bear (voice)
573,15831,856,Grizzly Bear (voice)
574,15831,10501,Grizzly Bear (voice)
575,15831,808,Grizzly Bear (voice)
576,15831,10193,Grizzly Bear (voice)
577,15831,177572,Grizzly Bear (voice)
578,163070,10530,Nakoma (voice)
579,950126,10530,Kocoum (voice)
580,37430,10530,Kekata (voice)
581,12077,10530,Steele the Sled Dog (voice)
582,12077,8587,Steele the Sled Dog (voice)
583,12077,812,Steele the Sled Dog (voice)
584,12077,10545,Steele the Sled Dog (voice)
