id,actor_id,movie_id,character_name
2045,587,10501,Gaff
2046,587,136400,Gaff
2047,588,78,Bill Wilcox
2048,588,10386,Bill Wilcox
2049,589,78,Pris
2050,589,10229,Pris
2051,589,24,Pris
2052,589,393,Pris
2053,590,78,J.F. Sebastian
2054,591,78,Leon Kowalski
2055,591,18,Leon Kowalski
2056,592,78,Eldon Tyrell
2057,592,975,Eldon Tyrell
2058,592,694,Eldon Tyrell
2059,593,78,Capt. Dewey
2060,593,856,Capt. Dewey
2061,20904,78,Che'tsai
2062,20904,829,Che'tsai
2063,20904,10674,Che'tsai
2064,20904,6978,Che'tsai
2065,20904,79,Che'tsai
2066,20904,9502,Che'tsai
2067,20904,49444,Che'tsai
2068,20904,140300,Che'tsai
2069,58495,78,Holden
2070,53760,78,Bear
2071,53760,1892,Bear
2072,943481,78,Kaiser
2073,107074,78,Taffey Lewis
2074,951333,78,Cambodian Lady
2075,531,9479,Jack Skellington (singing) / Barrel / Clown with the Tear away Face (voice)
2076,531,3933,Jack Skellington (singing) / Barrel / Clown with the Tear away Face (voice)
2077,14541,9479,Lyle Morgan
2078,14541,2493,Lyle Morgan
2079,14541,968,Lyle Morgan
2080,11514,9479,Allie Earp
2081,11514,771,Allie Earp
2082,11514,4011,Allie Earp
2083,11514,772,Allie Earp
2084,11514,11774,Allie Earp
2085,21282,9479,Dr. Finkelstein (voice)
2086,21282,192,Dr. Finkelstein (voice)
2087,13243,9479,Associate Bob
2088,13243,4011,Associate Bob
2089,5129,9479,Lock (voice)
2090,5129,10830,Lock (voice)
2091,5129,525,Lock (voice)
2092,5129,364,Lock (voice)
2093,5129,4133,Lock (voice)
2094,95758,9479,Oogie Boogie (voice)
2095,1495928,9479,Older Man
2096,1720665,9479,
2097,1222823,9479,
2098,1720666,9479,
2099,1383860,9479,
2100,1720667,9479,
2101,1720668,9479,
2102,61965,9479,
2103,61965,1893,
2104,61965,10009,
2105,510,9479,Zero (voice)
2106,510,283366,Zero (voice)
2107,16431,11969,Virgil Earp
2108,16431,642,Virgil Earp
2109,16431,115,Virgil Earp
2110,16431,22947,Virgil Earp
2111,16431,105864,Virgil Earp
2112,6280,11969,Joshua Foss
2113,6280,187,Joshua Foss
2114,6280,24428,Joshua Foss
2115,2712,11969,Johnny Ringo
2116,2712,9802,Johnny Ringo
2117,2712,2756,Johnny Ringo
2118,2712,679,Johnny Ringo
2119,2712,218,Johnny Ringo
2120,19143,11969,Billy Breckinridge
2121,4602,11969,John Milner
2122,4602,239571,John Milner
2123,32747,11969,Ike Clanton
2124,32747,11322,Ike Clanton
2125,32747,19995,Ike Clanton
2126,32747,300669,Ike Clanton
2127,19159,11969,Billy Clanton
2128,19159,37735,Billy Clanton
2129,65002,11969,Josephine Marcus
2130,47533,11969,Allie Earp
2131,47533,497,Allie Earp
2132,47533,70160,Allie Earp
2133,47533,101299,Allie Earp
2134,47533,131631,Allie Earp
2135,47533,131634,Allie Earp
2136,936813,11969,Louisa Earp
2137,58866,11969,Mattie Earp
2138,36059,11969,Kate
2139,4688,319,Kevin
2140,4688,136795,Kevin
2141,4688,363676,Kevin
2142,4689,319,Serge
2143,4689,90,Serge
2144,3712,319,Lee Donowitz
2145,3712,33,Lee Donowitz
2146,4691,319,Bear
2147,4691,97630,Bear
2148,4693,319,Marty
2149,2969,319,Sheriff Dollard
2150,2969,500,Sheriff Dollard
2151,2969,2109,Sheriff Dollard
2152,11510,771,Richie Rich
2153,11510,772,Richie Rich
2154,11511,771,Phil Berquist
2155,11511,772,Phil Berquist
2156,11511,43539,Phil Berquist
2157,11512,771,Professor Riger
2158,11512,2280,Professor Riger
2159,11512,772,Professor Riger
2160,11512,11005,Professor Riger
2161,66288,771,Doc Wallace
2162,66288,840,Doc Wallace
2163,11516,771,Buzz
2164,11516,772,Buzz
2165,11516,129670,Buzz
2166,945734,771,Jeff McCallister
2167,945734,772,Jeff McCallister
2168,11518,771,Megan
2169,11518,772,Megan
2170,11515,771,Linnie
2171,11517,771,Uncle Frank
2172,11517,772,Uncle Frank
2173,1530055,771,Aunt Leslie
2174,11522,771,Rod
2175,11522,772,Rod
2176,141434,771,Tracy
2177,1721099,771,Sondra
2178,18793,771,Matty Banks
2179,18793,772,Matty Banks
2180,18793,22538,Matty Banks
2181,723,251,Vida Boheme
2182,723,88,Vida Boheme
2183,723,1089,Vida Boheme
2184,723,141,Vida Boheme
2185,3416,251,Hester Prynne
2186,3416,10545,Hester Prynne
2187,3416,881,Hester Prynne
2188,3417,251,Carl Bruner
2189,3417,37135,Carl Bruner
2190,3417,616,Carl Bruner
2191,3417,157350,Carl Bruner
2192,3417,262500,Carl Bruner
2193,3418,251,Subway Ghost
2194,3418,510,Subway Ghost
2195,3418,279,Subway Ghost
2196,3418,364,Subway Ghost
2197,3422,251,Oda Mae's Sister
2198,17401,251,Don Durenberger
2199,17401,1542,Don Durenberger
2200,17401,2277,Don Durenberger
2201,17401,134,Don Durenberger
2202,17401,425,Don Durenberger
2203,17401,12,Don Durenberger
2204,17401,950,Don Durenberger
2205,17401,6977,Don Durenberger
2206,17401,44896,Don Durenberger
2207,17401,273895,Don Durenberger
2208,17401,127380,Don Durenberger
2209,17401,419430,Don Durenberger
2210,3419,251,Ortisha
2211,3420,251,Oda Mae's Sister
2212,3424,251,Rosa Santiago
2213,3425,251,Orlando
2214,3433,251,Emergency Room Ghost
2215,3433,805,Emergency Room Ghost
2216,3434,251,Woman Ghost
2217,15827,812,"Aladdin ""Al"" (voice)"
2218,15829,812,Princess Jasmine (voice)
2219,15830,812,Grand Vizier Jafar (voice)
2220,15832,812,Iago the Parrot (voice)
2221,15833,812,Sultan of Agrabah (voice)
2222,15833,279,Sultan of Agrabah (voice)
2223,81178,812,Gazeem (voice)
2224,81178,1858,Gazeem (voice)
2225,81178,177572,Gazeem (voice)
2226,35219,812,Triple X / Green Goose
2227,35219,10545,Triple X / Green Goose
2228,35219,863,Triple X / Green Goose
2229,35219,10865,Triple X / Green Goose
2230,35219,9016,Triple X / Green Goose
2231,35219,10198,Triple X / Green Goose
2232,19545,812,Nikki (voice)
2233,19545,10386,Nikki (voice)
2234,19545,585,Nikki (voice)
2235,19545,9016,Nikki (voice)
2236,19545,10193,Nikki (voice)
2237,19545,93456,Nikki (voice)
2238,613123,812,Additional Voices (voice)
2239,81843,812,Additional Voices (voice)
2240,81843,10386,Additional Voices (voice)
2241,81843,585,Additional Voices (voice)
2242,81843,9016,Additional Voices (voice)
2243,51517,812,Additional Voices (voice)
2244,214701,812,Additional Voices (voice)
2245,214701,10386,Additional Voices (voice)
2246,214701,585,Additional Voices (voice)
2247,214701,9016,Additional Voices (voice)
2248,214701,10681,Additional Voices (voice)
2249,214701,22794,Additional Voices (voice)
2250,214701,10193,Additional Voices (voice)
2251,214701,93456,Additional Voices (voice)
2252,214701,150540,Additional Voices (voice)
2253,84493,812,Additional Voices (voice)
2254,84493,10386,Additional Voices (voice)
2255,84493,863,Additional Voices (voice)
2256,84493,585,Additional Voices (voice)
2257,84493,9016,Additional Voices (voice)
2258,84493,10681,Additional Voices (voice)
2259,84493,14160,Additional Voices (voice)
2260,84493,22794,Additional Voices (voice)
2261,84493,10193,Additional Voices (voice)
2262,84493,93456,Additional Voices (voice)
2263,84493,150540,Additional Voices (voice)
2264,2713,280,Sarah Connor
2265,2713,218,Sarah Connor
2266,418,280,T-1000
2267,418,1573,T-1000
2268,418,69,T-1000
2269,418,1265,T-1000
2270,820,280,John Connor
2271,820,73,John Connor
2272,75027,280,Old John Connor
2273,2716,280,Dr. Peter Silberman
2274,2716,218,Dr. Peter Silberman
2275,3981,280,Science Officer
2276,3981,679,Science Officer
2277,3981,597,Science Officer
2278,3981,1878,Science Officer
2279,3981,942,Science Officer
2280,3978,280,Tarissa Dyson
2281,3978,72976,Tarissa Dyson
2282,3979,280,Enrique Salceda
2283,3979,238636,Enrique Salceda
2284,3980,280,Tim
2285,20761,280,LaFours
2286,20761,1669,LaFours
2287,20761,106,LaFours
2288,20761,98,LaFours
2289,8856,280,Danny Dyson
2290,101660,280,Douglas
2291,87404,280,Cigar Biker
2292,1269,581,Mariner
2293,1269,117,Mariner
2294,1269,49521,Mariner
2295,1269,381284,Mariner
2296,1581,581,Stands With A Fist
2297,1581,602,Stands With A Fist
2298,1581,141,Stands With A Fist
2299,7853,581,Wind In His Hair
2300,7862,581,Ten Bears
2301,7863,581,Pet
2302,7866,581,Det. Jimmy Detillo
2303,7868,581,John Reed
2304,7869,581,Stone Calf
2305,7871,581,Smiles A Lot
2306,7872,581,Otter
2307,7873,581,Worm
2308,7874,581,Spivey
2309,7875,581,Pretty Shield
2310,140250,581,Sergeant Pepper
2311,140250,1573,Sergeant Pepper
2312,140250,676,Sergeant Pepper
2313,140250,1858,Sergeant Pepper
2314,514,268,Will Randall
2315,514,510,Will Randall
2316,514,829,Will Randall
2317,514,694,Will Randall
2318,514,2898,Will Randall
2319,514,881,Will Randall
2320,514,1422,Will Randall
2321,514,7350,Will Randall
2322,2232,268,Dogberry
2323,2232,364,Dogberry
2324,2232,184,Dogberry
2325,2232,4011,Dogberry
2326,2232,920,Dogberry
2327,2232,10193,Dogberry
2328,2232,194662,Dogberry
2329,2232,211672,Dogberry
2330,2232,314365,Dogberry
2331,2232,310307,Dogberry
2332,326,268,Vicki Vale
2333,326,2118,Vicki Vale
2334,326,65,Vicki Vale
2335,326,290250,Vicki Vale
2336,3796,268,Alfred Pennyworth
2337,3796,364,Alfred Pennyworth
2338,3796,2668,Alfred Pennyworth
2339,3796,3933,Alfred Pennyworth
2340,3796,12155,Alfred Pennyworth
2341,3798,268,Commissioner Gordon
2342,3798,364,Commissioner Gordon
2343,3799,268,Harvey Dent
2344,3799,1891,Harvey Dent
2345,3799,1892,Harvey Dent
2346,3799,137106,Harvey Dent
2347,3799,324849,Harvey Dent
2348,3785,268,Lord Rothbart (voice)
2349,3800,268,Alicia Grissom
2350,3802,268,Mayor
2351,3803,268,Rotelli
2352,4040,268,Alexander Knox
2353,1257821,268,Crimelord #1
2354,1257821,272,Crimelord #1
2355,79502,268,Goon
2356,79502,12444,Goon
2357,8399,268,Nic
2358,8399,18,Nic
2359,8399,1865,Nic
2360,8399,118340,Nic
2361,4173,274,Col. William Ludlow
2362,4173,6114,Col. William Ludlow
2363,4173,1955,Col. William Ludlow
2364,4173,297,Col. William Ludlow
2365,4173,9533,Col. William Ludlow
2366,4173,6145,Col. William Ludlow
2367,4173,10195,Col. William Ludlow
2368,4173,76338,Col. William Ludlow
2369,349,274,Jack Crawford
2370,349,28,Jack Crawford
2371,349,1669,Jack Crawford
2372,349,1443,Jack Crawford
2373,349,2034,Jack Crawford
2374,349,2503,Jack Crawford
2375,16293,274,Larry Trumann
2376,16293,9533,Larry Trumann
2377,31649,274,Catherine Martin
2378,31649,157336,Catherine Martin
2379,31649,401104,Catherine Martin
2380,6930,274,Mrs. Bennett
2381,51864,274,Det. Marie Mitchell
2382,13936,274,Barney Matthews
2383,13936,9533,Barney Matthews
2384,183640,274,Sgt. Tate
2385,1280997,274,Sgt. Pembry
2386,76470,274,Reporter
2387,76470,9798,Reporter
2388,5460,408,Snow White (voice)
2389,5460,1585,Snow White (voice)
2390,288940,408,Queen (voice)
2391,540747,408,Prince (voice)
2392,5457,408,Doc (voice)
2393,5462,408,Sleepy (voice)
2394,5465,408,Happy (voice)
2395,5465,3170,Happy (voice)
2396,364526,408,Bashful (voice)
2397,5464,408,Sneezy (voice)
2398,5464,914,Sneezy (voice)
2399,5461,408,Dopey (voice)
2400,18586,408,Magic Mirror (voice)
2401,18586,1585,Magic Mirror (voice)
2402,5458,408,Huntsman (voice)
2403,5463,408,Birds (voice)
2404,5463,10895,Birds (voice)
2405,5463,11224,Birds (voice)
2406,523407,408,Birds (voice)
2407,62050,10020,Belle (voice)
2408,15048,10020,Beast (voice)
2409,108055,10020,Gaston (voice)
2410,725,10020,Lumiere (voice)
2411,725,88,Lumiere (voice)
2412,14730,10020,Mrs. Potts (voice)
2413,14730,9444,Mrs. Potts (voice)
2414,170970,10020,Maurice (voice)
2415,170970,1924,Maurice (voice)
2416,75599,10020,Lefou (voice)
2417,75599,269149,Lefou (voice)
2418,166994,10020,Wardrobe (voice)
2419,30695,10020,Bimbette (voice)
2420,30695,10545,Bimbette (voice)
2421,30695,10674,Bimbette (voice)
2422,30695,9473,Bimbette (voice)
2423,30695,10386,Bimbette (voice)
2424,60739,10020,Bimbette (voice)
2425,60739,82690,Bimbette (voice)
2426,60739,269149,Bimbette (voice)
2427,170898,10020,Bookseller (voice)
2428,65598,10020,Monsieur D'Arque (voice)
2429,65598,10545,Monsieur D'Arque (voice)
2430,65598,9016,Monsieur D'Arque (voice)
2431,81842,10020,Stove (voice)
2432,33923,10895,Gideon
2433,33923,856,Gideon
2434,67369,10895,Carnival Barkers
2435,67369,914,Carnival Barkers
2436,13819,10895,John Worthington Foulfellow
2437,67370,10895,Lampwick
2438,30236,10895,Jiminy Cricket
2439,30236,770,Jiminy Cricket
2440,30236,11360,Jiminy Cricket
2441,67371,10895,Pinocchio
2442,96053,10895,Stromboli
2443,78077,10895,Figaro
2444,1377560,10895,Marionettes
2445,985275,10895,Geppetto
2446,117073,10895,Blue Fairy
2447,1204,114,Vivian Ward
2448,1204,509,Vivian Ward
2449,1204,462,Vivian Ward
2450,1204,879,Vivian Ward
2451,1204,161,Vivian Ward
2452,1204,163,Vivian Ward
2453,1205,114,Lancelot
2454,1205,1592,Lancelot
2455,1205,28178,Lancelot
2456,1208,114,James Morse
2457,1208,805,James Morse
2458,1208,1621,James Morse
2459,1206,114,Larry Farber
2460,1206,10545,Larry Farber
2461,1206,28178,Larry Farber
2462,1210,114,Jon Flint
2463,1210,228326,Jon Flint
2464,1210,324849,Jon Flint
2465,1211,114,Mr. Hollister
2466,1211,4951,Mr. Hollister
2467,1211,5236,Mr. Hollister
2468,1212,114,Kit De Luca
2469,747,114,David Morse
2470,747,89,David Morse
2471,747,640,David Morse
2472,1209,114,Bridget
2473,1220,114,Susan
2474,42162,114,Mark
2475,1779786,114,Maitre D'
2476,1708724,114,Waiter
2477,1211994,114,Senator Adams
2478,3905,275,Vice Principal Gene Wolters
2479,3905,4995,Vice Principal Gene Wolters
2480,3905,334,Vice Principal Gene Wolters
2481,3905,50348,Vice Principal Gene Wolters
2482,3905,149870,Vice Principal Gene Wolters
2483,3905,264644,Vice Principal Gene Wolters
2484,3910,275,Betty Weathers
2485,3910,1592,Betty Weathers
2486,3910,786,Betty Weathers
2487,3910,83666,Betty Weathers
2488,3910,80321,Betty Weathers
2489,3910,105864,Betty Weathers
2490,53,275,Gaear Grimsrud
2491,53,115,Gaear Grimsrud
2492,53,95,Gaear Grimsrud
2493,53,11005,Gaear Grimsrud
2494,53,392,Gaear Grimsrud
2495,53,180,Gaear Grimsrud
2496,53,561,Gaear Grimsrud
2497,53,187017,Gaear Grimsrud
2498,53,270946,Gaear Grimsrud
2499,53,324552,Gaear Grimsrud
2500,3906,275,Jean Lundegaard
2501,3907,275,Wade Gustafson
2502,3907,754,Wade Gustafson
2503,3907,857,Wade Gustafson
2504,3907,10312,Wade Gustafson
2505,3908,275,Scotty Lundegaard
2506,3909,275,Irate Customer
2507,3909,525,Irate Customer
2508,3909,13183,Irate Customer
2509,3911,275,Frank Womack
2510,3911,754,Frank Womack
2511,3911,1949,Frank Womack
2512,3911,13223,Frank Womack
2513,3911,11324,Frank Womack
2514,3911,39513,Frank Womack
2515,3911,50646,Frank Womack
2516,3911,310307,Frank Womack
2517,3912,275,Irate Customer's Wife
2518,4025,275,Mike Yanagita
2519,4025,37094,Mike Yanagita
2520,4025,110415,Mike Yanagita
2521,1332890,275,Car Salesman
2522,1332891,275,Hooker #1
2523,145816,275,Hooker #2
2524,57329,10112,O'Malley
2525,57329,9325,O'Malley
2526,57329,11886,O'Malley
2527,34759,10112,Roquefort
2528,34759,11360,Roquefort
2529,34759,12092,Roquefort
2530,34759,3170,Roquefort
2531,34759,9325,Roquefort
2532,7077,10112,Scat Cat
2533,7077,510,Scat Cat
2534,7077,694,Scat Cat
2535,44714,10112,Duchess
2536,77548,10112,Chinese Cat
2537,77548,10948,Chinese Cat
2538,951459,10112,English Cat
2539,951459,9325,English Cat
2540,82779,10112,Italian Cat
2541,82779,238,Italian Cat
2542,150739,10112,Russian Cat
2543,150739,12230,Russian Cat
2544,949102,10112,Berlioz
2545,950035,10112,Marie
2546,16202,10112,Toulouse
2547,30519,10112,Frou-Frou
2548,21460,10112,Possum Park Emcee (voice)
2549,21460,10948,Possum Park Emcee (voice)
2550,21460,196,Possum Park Emcee (voice)
2551,21460,11886,Possum Park Emcee (voice)
2552,141693,10112,Lafayette
2553,141693,11886,Lafayette
2554,143770,10112,Abigail
2555,143770,11886,Abigail
2556,819,1592,Aaron Stampler
2557,819,73,Aaron Stampler
2558,819,550,Aaron Stampler
2559,819,9533,Aaron Stampler
2560,819,1429,Aaron Stampler
2561,819,9654,Aaron Stampler
2562,819,1495,Aaron Stampler
2563,819,1491,Aaron Stampler
2564,819,83666,Aaron Stampler
2565,819,120467,Aaron Stampler
2566,819,194662,Aaron Stampler
2567,819,345920,Aaron Stampler
2568,350,1592,Dr. Karen Ross
2569,350,37165,Dr. Karen Ross
2570,350,322,Dr. Karen Ross
2571,350,508,Dr. Karen Ross
2572,350,340666,Dr. Karen Ross
2573,350,363676,Dr. Karen Ross
2574,4251,1592,Leo Solomon
2575,4251,10386,Leo Solomon
2576,4251,10865,Leo Solomon
2577,6861,1592,Dist. Atty. Frank Morris
2578,6861,5876,Dist. Atty. Frank Morris
2579,1159,1592,Joey Pinero
2580,1159,111,Joey Pinero
2581,41737,1592,Martinez
2582,1981,1592,Richterin Miriam Shoat
2583,1981,167,Richterin Miriam Shoat
2584,1981,76203,Richterin Miriam Shoat
2585,1981,271110,Richterin Miriam Shoat
2586,16307,1592,Naomi Chance
2587,16307,320,Naomi Chance
2588,129759,1592,Jack Connerman
2589,4885,954,Claire Phelps
2590,15319,954,Robert Ritter
2591,5470,954,Fiona
2592,13333,954,Nivea del Valle
2593,13333,3558,Nivea del Valle
2594,13333,4347,Nivea del Valle
2595,13333,132363,Nivea del Valle
2596,15320,954,Alexander Golitsyn
2597,15321,954,Zozimov
2598,14593,954,Hannah Williams
2599,15322,954,Drunken Female IMF Agent
2600,10849,954,Drunken Male IMF Agent
2601,15323,954,Kittridge Technician
2602,2880,954,Jack Harmen
2603,2880,2108,Jack Harmen
2604,738,9802,King Arthur
2605,738,89,King Arthur
2606,738,1669,King Arthur
2607,738,117,King Arthur
2608,738,192,King Arthur
2609,738,658,King Arthur
2610,738,646,King Arthur
2611,2963,9802,Ben Sanderson
2612,2963,754,Ben Sanderson
2613,2963,2757,Ben Sanderson
2614,2963,2059,Ben Sanderson
2615,2963,1830,Ben Sanderson
2616,2963,23483,Ben Sanderson
2617,2963,49519,Ben Sanderson
2618,2963,302401,Ben Sanderson
2619,34691,9802,FBI Director James Womack
2620,4520,9802,William Cochran
2621,4520,311,William Cochran
2622,169586,9802,Carla Pestalozzi
2623,71913,9802,Sergeant Crisp
2624,4174,9802,Brandi Svenning
2625,4174,297,Brandi Svenning
2626,58950,9802,Private Gamble
2627,58950,602,Private Gamble
2628,58950,95,Private Gamble
2629,58950,13804,Private Gamble
2630,166893,9802,Private Cox
2631,2202,9802,Private McCoy
2632,2202,180,Private McCoy
2633,34923,9323,Motoko Kusanagi (voice)
2634,40451,9323,Batou (voice)
2635,40451,16859,Batou (voice)
2636,40451,11621,Batou (voice)
2637,40451,4935,Batou (voice)
2638,625,9323,Puppetmaster (voice)
2639,625,81,Puppetmaster (voice)
2640,20664,9323,Togusa (voice)
2641,20664,16859,Togusa (voice)
2642,83933,9323,Ishikawa (voice)
2643,1681,9323,Director Nakamura (voice)
2644,1681,149,Director Nakamura (voice)
2645,1765827,9323,Dr. Willis (voice)
2646,1241453,9323,Minister of Foreign Affairs
2647,1247456,9323,Diplomat
2648,115304,9323,Mizuho Daita
2649,552339,9323,Garbage Collector A
2650,105816,9323,Garbage Collector B
2651,105816,8392,Garbage Collector B
2652,1222145,9323,Coroner
2653,1765828,9323,Old Man
2654,216330,9323,Terrorist
2655,1765831,9323,Technician
2656,12446,935,Group Capt. Lionel Mandrake / President Merkin Muffley / Dr. Strangelove
2657,862,935,Dr. Martin Kessler
2658,3088,935,Brigadier General Jack D. Ripper
2659,3088,238,Brigadier General Jack D. Ripper
2660,4966,935,Colonel Bat Guano
2661,4966,335,Colonel Bat Guano
2662,14253,935,"Major ""King"" Kong"
2663,6600,935,Botschafter De Sadesky
2664,126354,935,Miss Scott
2665,12485,935,Mr. Staines
2666,1332529,935,Lt. Dietrich
2667,1236452,935,Adm. Randolph
2668,948173,935,Lt. Kivel
2669,948173,62,Lt. Kivel
2670,1332531,935,Frank
2671,186212,935,Burpelson AFB Defense Team Member
2672,186212,658,Burpelson AFB Defense Team Member
2673,185044,935,Lt. Goldberg
2674,3061,627,Alex Law
2675,3061,1893,Alex Law
2676,3061,824,Alex Law
2677,3061,855,Alex Law
2678,3061,1894,Alex Law
2679,3061,587,Alex Law
2680,3061,1895,Alex Law
2681,3061,1635,Alex Law
2682,3061,13448,Alex Law
2683,3061,80278,Alex Law
2684,3061,140607,Alex Law
2685,3061,180863,Alex Law
2686,3061,321612,Alex Law
2687,1125,627,Junior Angel
2688,1125,107,Junior Angel
2689,1125,676,Junior Angel
2690,1125,855,Junior Angel
2691,1125,116,Junior Angel
2692,1125,110415,Junior Angel
2693,1125,297762,Junior Angel
2694,1125,180863,Junior Angel
2695,9012,627,Dade Murphy / 'Crash Override' / 'Zero Cool'
2696,9012,180863,Dade Murphy / 'Crash Override' / 'Zero Cool'
2697,18023,627,Begbie
2698,18023,180863,Begbie
2699,9015,627,Diane
2700,9015,866,Diane
2701,9015,6977,Diane
2702,9015,12445,Diane
2703,9015,62177,Diane
2704,9015,180863,Diane
2705,9013,627,Tommy
2706,9013,1495,Tommy
2707,9013,62177,Tommy
2708,9013,180863,Tommy
2709,9016,627,Mrs. Renton
2710,9016,180863,Mrs. Renton
2711,1837,627,Allison
2712,9017,627,Lizzy
2713,1834,627,Morag
2714,1834,634,Morag
2715,1834,672,Morag
2716,1834,674,Morag
2717,1834,180863,Morag
2718,1834,387426,Morag
2719,2258,627,Gavin/US Tourist
2720,2258,170,Gavin/US Tourist
2721,20056,627,Hugo
2722,20056,1933,Hugo
2723,20056,319888,Hugo
2724,36083,627,Andreas
2725,8998,627,Mikey Forrester
2726,8998,180863,Mikey Forrester
2727,8984,602,Dr. James Harvey
2728,8984,638,Dr. James Harvey
2729,8984,156022,Dr. James Harvey
2730,6167,602,Julius Levinson
2731,6167,453,Julius Levinson
2732,1162,602,Sykes (voice)
2733,1162,638,Sykes (voice)
2734,1162,2280,Sykes (voice)
2735,1162,111,Sykes (voice)
2736,1811,602,Russell Casse
2737,1811,142,Russell Casse
2738,8985,602,Constance Spano
2739,2535,602,Ashtray's Mother
2740,2535,24,Ashtray's Mother
2741,2535,393,Ashtray's Mother
2742,2059,602,Tom McLaury
2743,2059,600,Tom McLaury
2744,2059,2024,Tom McLaury
2745,2059,16320,Tom McLaury
2746,1582,602,Miguel Casse
2747,1582,141,Miguel Casse
2748,4133,602,Troy Casse
2749,4133,73,Troy Casse
2750,18688,602,Doryll Lee Cullum
2751,18688,10386,Doryll Lee Cullum
2752,18688,6023,Doryll Lee Cullum
2753,3999,10545,Henry Clerval
2754,3999,279,Henry Clerval
2755,3999,1262,Henry Clerval
2756,8945,10545,Luc Teyssier
2757,8945,10501,Luc Teyssier
2758,8945,321612,Luc Teyssier
2759,72250,10545,Clopin (voice)
2760,20749,10545,Gargoyle Victor (voice)
2761,20624,10545,Gargoyle Laverne (voice)
2762,1022161,10545,Esmeralda (singing voice)
2763,34398,10545,Oafish Guard (voice)
2764,34398,74643,Oafish Guard (voice)
2765,62047,10545,The Old Heretic (voice)
2766,518,10830,Martin Weir
2767,518,510,Martin Weir
2768,518,364,Martin Weir
2769,518,11970,Martin Weir
2770,518,607,Martin Weir
2771,518,2118,Martin Weir
2772,518,1443,Martin Weir
2773,518,587,Martin Weir
2774,24203,10830,Zinnia Wormwood
2775,24203,335797,Zinnia Wormwood
2776,11213,10830,Agatha Trunchbull
2777,11213,673,Agatha Trunchbull
2778,11213,9693,Agatha Trunchbull
2779,109693,10830,Michael 'Mikey' Wormwood
2780,109694,10830,Lavender
2781,3084,238,Dr. Jack Mickler
2782,3084,28,Dr. Jack Mickler
2783,3084,1924,Dr. Jack Mickler
2784,3085,238,Mr. Henry
2785,3085,240,Mr. Henry
2786,3085,1700,Mr. Henry
2787,3085,553,Mr. Henry
2788,3085,22794,Mr. Henry
2789,3086,238,Pete Clemenza
2790,3087,238,Roger Chillingworth
2791,3087,595,Roger Chillingworth
2792,3087,28,Roger Chillingworth
2793,3087,240,Roger Chillingworth
2794,3087,37094,Roger Chillingworth
2795,3087,20766,Roger Chillingworth
2796,3087,75780,Roger Chillingworth
2797,3087,205587,Roger Chillingworth
2798,3142,238,Jack Woltz
2799,3090,238,Emilio Barzini
2800,3091,238,Virgil 'Der Türke' Sollozzo
2801,3092,238,Nina Banks
2802,3092,240,Nina Banks
2803,3092,703,Nina Banks
2804,3092,696,Nina Banks
2805,3092,242,Nina Banks
2806,3092,127380,Nina Banks
2807,3093,238,"Salvatore ""Sally"" Tessio"
2808,3093,240,"Salvatore ""Sally"" Tessio"
2809,3094,238,Connie Corleone Rizzi
2810,3094,240,Connie Corleone Rizzi
2811,3094,1366,Connie Corleone Rizzi
2812,3094,242,Connie Corleone Rizzi
2813,3094,1367,Connie Corleone Rizzi
2814,3095,238,Carlo Rizzi
2815,3095,240,Carlo Rizzi
2816,3096,238,Fredo Corleone
2817,3096,240,Fredo Corleone
2818,3096,11778,Fredo Corleone
2819,3096,968,Fredo Corleone
2820,3143,238,Carmine Cuneo
2821,3143,389,Carmine Cuneo
2822,3144,238,Johnny Fontane
2823,3144,242,Johnny Fontane
2824,13294,872,Don Lockwood
2825,13295,872,Cosmo Brown
2826,8857,872,Kathy Selden
2827,8857,1878,Kathy Selden
2828,13296,872,Lina Lamont
2829,13297,872,R.F. Simpson
2830,41226,872,Dancer
2831,13298,872,Roscoe Dexter
2832,13299,872,Zelda Zanders
2833,29814,872,Hairdresser (uncredited)
2834,121323,872,Audience Member (uncredited)
2835,121323,426,Audience Member (uncredited)
2836,121323,567,Audience Member (uncredited)
2837,121323,213,Audience Member (uncredited)
2838,121323,521,Audience Member (uncredited)
2839,2784,872,Matt - Policeman (uncredited)
2840,7210,872,Muriel
2841,7210,525,Muriel
2842,7210,9277,Muriel
2843,7210,808,Muriel
2844,55997,872,Chorus Girl (uncredited)
2845,1213241,872,Female Tango Dancer (uncredited)
2846,85778,872,"Old Man Getting Umbrella in ""Singin' in the Rain"" Number (uncredited)"
2847,15992,872,Messenger on Screen (uncredited)
2848,1932,164,Jo Stockton
2849,1932,804,Jo Stockton
2850,1933,164,Paul Varjak
2851,1934,164,2-E (Mrs. Failenson)
2852,1935,164,Doc Golightly
2853,1936,164,O.J. Berman
2854,1936,389,O.J. Berman
2855,1936,539,O.J. Berman
2856,1937,164,Mr. Yunioshi
2857,1937,10948,Mr. Yunioshi
2858,1937,1593,Mr. Yunioshi
2859,1942,164,José da Silva Pereira
2860,1943,164,Tiffany's Salesman
2861,1944,164,Sally Tomato
2862,1944,10340,Sally Tomato
2863,1945,164,Mag Wildwood
2864,1946,164,Nightclub Stripper
2865,1946,578,Nightclub Stripper
2866,1947,164,Rusty Trawler
2867,1947,213,Rusty Trawler
2868,1948,164,Sid Arbuck
2869,1949,164,Librarian
2870,1950,164,Cat
