id,name,department,job,profile_path
7879,John Lasseter,Directing,Director,/7EdqiNbr4FRjIhKHyPPdFfEEEFG.jpg
12891,Joss Whedon,Writing,Screenplay,/dTiVsuaTVTeGmvkhcyJvKp2A5kr.jpg
7,Andrew Stanton,Writing,Screenplay,/pvQWsu0qc8JFQhMVJkTHuexUAa1.jpg
12892,Joel Cohen,Writing,Screenplay,/dAubAiZcvKFbboWlj7oXOkZnTSu.jpg
12893,Alec Sokolow,Writing,Screenplay,/v79vlRYi94BZUQnkkyznbGUZLjT.jpg
12894,Bonnie Arnold,Production,Producer,
12895,Ed Catmull,Production,Executive Producer,
12896,Ralph Guggenheim,Production,Producer,
12897,Steve Jobs,Production,Executive Producer,/mOMP3SwD5qWQSR0ldCIByd3guTV.jpg
8,Lee Unkrich,Editing,Editor,/bdTCCXjgOV3YyaNmLGYGOxFQMOc.jpg
7883,Ralph Eggleston,Art,Art Direction,/uUfcGKDsKO1aROMpXRs67Hn6RvR.jpg
1168870,Robert Gordon,Editing,Editor,
1552883,Mary Helen Leasman,Sound,Foley Editor,
1453514,Kim Blanchette,Visual Effects,Animation,
1414182,Marilyn McCoppen,Sound,ADR Editor,
7885,Randy Newman,Sound,Orchestrator,/w0JzfoiM25nrnxYOzosPHRq6mlE.jpg
1429549,Dale E. Grahn,Editing,Color Timer,
7949,Robin Cooper,Visual Effects,CG Painter,
12890,Pete Docter,Writing,Original Story,/r6ngPgnReA3RHmKjmSoVsc6Awjp.jpg
7911,Joe Ranft,Writing,Original Story,/f1BoWC2JbCcfP1e5hKfGsxkHzVU.jpg
1629419,Patsy Bouge,Crew,Post Production Supervisor,
7961,Norm DeCarlo,Art,Sculptor,
12905,Ash Brannon,Visual Effects,Animation Director,/6ueWgPEEBHvS3De2BHYQnYjRTig.jpg
1748707,Roman Figun,Directing,Layout,
4949,Don Davis,Sound,Orchestrator,
1372885,James Flamberg,Sound,Music Editor,
1739962,Mary Beth Smith,Editing,Negative Cutter,
1748513,Rick Mackay,Editing,Negative Cutter,
1458006,Susan Bradley,Art,Title Designer,
1748557,William Reeves,Crew,Supervising Technical Director,
2216,Gary Rydstrom,Sound,Sound Designer,/jZpr1nVfO7lldWI0YtmP1FGw7Rj.jpg
12909,Karen Robert Jackson,Production,Production Supervisor,
953331,Chris Montan,Crew,Executive Music Producer,
7893,Rich Quade,Visual Effects,Animation Director,
8025,Michael Berenstein,Visual Effects,Animation,
78009,Colin Brady,Visual Effects,Animation,
1748682,Davey Crockett Feiten,Visual Effects,Animation,
1454030,Angie Glocka,Visual Effects,Animation,
1748683,Rex Grignon,Visual Effects,Animation,
1748684,Tom K. Gurney,Visual Effects,Animation,
8029,Jimmy Hayward,Visual Effects,Animation,/lTDRpudEY7BDwTefXbXzMlmb0ui.jpg
1426773,Hal T. Hickel,Visual Effects,Animation,
8035,Karen Kiser,Visual Effects,Animation,
1748688,Anthony B. LaMolinara,Visual Effects,Animation,
587314,Guionne Leroy,Visual Effects,Animation,
7918,Bud Luckey,Visual Effects,Animation,/pcCh7G19FKMNijmPQg1PMH1btic.jpg
1748689,Les Major,Visual Effects,Animation,
7892,Glenn McQueen,Visual Effects,Animation,
555795,Mark Oftedal,Visual Effects,Animation,
7882,Jeff Pidgeon,Visual Effects,Animation,/yLddkg5HcgbJg00cS13GVBnP0HY.jpg
8017,Jeff Pratt,Visual Effects,Animation,
1184140,Steve Rabatich,Visual Effects,Animation,
8049,Roger Rose,Visual Effects,Animation,
1509559,Steve Segal,Visual Effects,Animation,
1748691,Doug Sheppeck,Visual Effects,Animation,
8050,Alan Sperling,Visual Effects,Animation,
8010,Doug Sweetland,Visual Effects,Animation,
8044,David Tart,Visual Effects,Animation,
1454034,Ken Willard,Visual Effects,Animation,
7887,Thomas Porter,Visual Effects,Visual Effects Supervisor,
1406878,Mark Thomas Henne,Visual Effects,Visual Effects,
1748698,Oren Jacob,Visual Effects,Visual Effects,
1748699,Darwyn Peachey,Visual Effects,Visual Effects,
1748701,Mitch Prater,Visual Effects,Visual Effects,
1748703,Brian M. Rosen,Visual Effects,Visual Effects,
12912,Sharon Calahan,Lighting,Lighting Supervisor,
7899,Galyn Susman,Lighting,Lighting Supervisor,
12915,William Cone,Visual Effects,CG Painter,
1748705,Shelley Daniels Lekven,Art,Sculptor,
7889,Bob Pauley,Visual Effects,Character Designer,
1748706,Steve Johnson,Visual Effects,Character Designer,
1176752,Dan Haskett,Visual Effects,Character Designer,
1088034,Tom Holloway,Visual Effects,Character Designer,/a0r0T2usTBpgMI5aZbRBDW1fTl8.jpg
1447465,Jean Gillmore,Visual Effects,Character Designer,
1748709,Desirée Mourad,Directing,Layout,
1748710,Kelly O'Connell,Art,Set Dresser,
1443471,Sonoko Konishi,Art,Set Dresser,
1748711,Ann M. Rockwell,Art,Set Dresser,
1748712,Julie M. McDonald,Editing,Editorial Manager,
1589729,Robin Lee,Editing,Assistant Editor,
1748716,Tom Freeman,Editing,Assistant Editor,
1748717,Ada Cochavi,Editing,Assistant Editor,
1336438,Dana Mulligan,Editing,Assistant Editor,
1748718,Deirdre Morrison,Editing,Editorial Coordinator,
1748719,Lori Lombardo,Production,Production Coordinator,
1748720,Ellen Devine,Production,Production Coordinator,
1468014,Lauren Beth Strogoff,Crew,Unit Publicist,
1425978,Gary Summers,Sound,Sound Re-Recording Mixer,
8276,Tim Holland,Sound,Supervising Sound Editor,
7069,Pat Jackson,Sound,Sound Effects Editor,
15894,Tom Myers,Crew,Sound Design Assistant,
1414177,J.R. Grubbs,Sound,Assistant Sound Editor,
1748724,Susan Sanford,Sound,Assistant Sound Editor,
1748725,Susan Popovic,Sound,Assistant Sound Editor,
8067,Dan Engstrom,Sound,Assistant Sound Editor,
7902,Ruth Lambert,Production,Casting Consultant,
84493,Mickie McGowan,Production,ADR Voice Casting,/k7TjJBfINsg8vLQxJwos6XObAD6.jpg
511,Larry J. Franco,Production,Executive Producer,
876,Jonathan Hensleigh,Writing,Screenplay,/l1c4UFD3g0HVWj5f0CxXAvMAGiT.jpg
1729,James Horner,Sound,Original Music Composer,/oLOtXxXsYk8X4qq0ud4xVypXudi.jpg
4945,Joe Johnston,Directing,Director,/fok4jaO62v5IP6hkpaaAcXuw2H.jpg
4951,Robert Dalva,Editing,Editor,
4952,Nancy Foy,Production,Casting,/blCkmS4dqNsbPGuQfozHE6wgWBw.jpg
8023,Kyle Balda,Visual Effects,Animation Supervisor,/jR8iAP6uC0V42KbUG87qBIUO3Hj.jpg
9967,James D. Bissell,Art,Production Design,
9184,Scott Kroopf,Production,Producer,
9196,Ted Field,Production,Executive Producer,/qmB7sZcgRUq7mRFBSTlSsVXh7sH.jpg
18389,Robert W. Cort,Production,Executive Producer,
11371,Thomas E. Ackerman,Camera,Director of Photography,/xFDbxk53icM1ofL4iCIwB4GkUxN.jpg
42356,Chris van Allsburg,Writing,Novel,
42357,William Teitler,Production,Producer,
56520,Greg Taylor,Writing,Screenplay,
56521,Jim Strain,Writing,Screenplay,
37,Alan Silvestri,Sound,Original Music Composer,/chEsfnDEtRmv1bfOaNAoVEzhCc6.jpg
17698,Nancy Meyers,Writing,Screenplay,/nMPHU06dnvVxEjjcnPCPUQgQ2Mp.jpg
26160,Albert Hackett,Writing,Screenplay,
638,Michael Mann,Directing,Director,/nKmUpRpuQIsYubR7vIxVKhkbaTW.jpg
1254,Art Linson,Production,Producer,/dEtVivCXxQBtIzmJcUNupT1AB4H.jpg
5581,Elliot Goldenthal,Sound,Original Music Composer,/mr1rr5bQySCwp564E1Ag363SgLH.jpg
11099,Dante Spinotti,Camera,Director of Photography,/vIb3GU52BvSIQh1MXZRFDVRnqsm.jpg
15840,Pasquale Buba,Editing,Editor,
15841,William Goldenberg,Editing,Editor,/eOgoea8HbZt2TfLn0tDNI1TepSN.jpg
15842,Dov Hoenig,Editing,Editor,
1047,Tom Rolf,Editing,Editor,
897,Bonnie Timmermann,Production,Casting,/jM8QANtq0v7Eqy8ZYtKot27nsfK.jpg
11411,Neil Spisak,Art,Production Design,
15843,Margie Stone McShirley,Art,Art Direction,
8527,Deborah Lynn Scott,Costume & Make-Up,Costume Design,
1305,Bill Abbott,Sound,Music Editor,
14765,Per Hallberg,Sound,Supervising Sound Editor,
15847,Terry D. Frazee,Crew,Special Effects Coordinator,
15848,Paul H. Haines Jr.,Crew,Special Effects,
15849,Neil Krepela,Visual Effects,Visual Effects Supervisor,
13458,Joel Kramer,Crew,Stunt Coordinator,
15850,Tony Brubaker,Crew,Stunts,
13677,Anne H. Ahrens,Art,Set Decoration,
1535950,Darryl M. Athons,Costume & Make-Up,Costume Supervisor,
1478953,Cate Hardman,Directing,Script Supervisor,
1424046,Jane Brody,Production,Casting,
1550830,Donald Frazee,Crew,Special Effects,
1479277,Oscar Mazzola,Art,Art Department Coordinator,
4727,Dianne Wager,Art,Assistant Art Director,
1404308,Anthony Lattanzio,Art,Construction Coordinator,
1535949,David Le Vey,Costume & Make-Up,Assistant Costume Designer,
8870,Leonard Engelman,Costume & Make-Up,Hairstylist,
16551,Ilona Herman,Costume & Make-Up,Hairstylist,
15846,Vera Mitchell,Costume & Make-Up,Key Hair Stylist,
15845,John Caglione Jr.,Costume & Make-Up,Makeup Artist,
14653,Ken Diaz,Costume & Make-Up,Makeup Artist,/evDWsHoxnKp5saXTjVOMFXJnX3O.jpg
1535951,Neal J. Anderson,Editing,Dialogue Editor,
1391385,Duncan Burns,Editing,Dialogue Editor,
1406826,Hector C. Gika,Editing,Dialogue Editor,
1392084,Larry Kemp,Sound,Supervising Sound Editor,
1392901,Lauren Stephens,Editing,Dialogue Editor,
1409831,Gary Jay,Camera,Camera Operator,
21118,James Muro,Camera,Steadicam Operator,
1412205,Frank Connor,Camera,Still Photographer,
1403479,Duane Manwiller,Camera,First Assistant Camera,
1347763,Chris Moseley,Camera,First Assistant Camera,
1415635,Frank Dorowsky,Lighting,Rigging Gaffer,
1406905,Michael Connell,Sound,Music Editor,
75002,Budd Carr,Sound,Music Supervisor,
60592,Matthew Booth,Editing,First Assistant Editor,
1433743,Vicki Hiatt,Editing,First Assistant Editor,
1405208,Thomas R. Bryant,Editing,First Assistant Editor,
1432026,Ray Boniker,Editing,First Assistant Editor,
1401687,Anna Behlmer,Sound,Sound Re-Recording Mixer,
16177,Ron Bartlett,Sound,Sound Re-Recording Mixer,
1368864,Chris Jenkins,Sound,Sound Re-Recording Mixer,
1338976,Andy Nelson,Sound,Sound Re-Recording Mixer,
1544638,Mark Smith,Sound,Sound Re-Recording Mixer,
1576553,Daniel O'Haco,Crew,Stunts,
1457709,Mick Gould,Crew,Technical Supervisor,/6BcVGV4fUITs2jaThbOq4GHlAFU.jpg
1576562,Tim Werner,Crew,Stunts,
639,Pieter Jan Brugge,Production,Executive Producer,/wSaIhLLvLSxxgOPugUx7M8ZBpD8.jpg
944682,Gusmano Cesaretti,Production,Associate Producer,
376,Arnon Milchan,Production,Executive Producer,/5crR5twLRcIdvRR06dB1O0EQ8x0.jpg
1494667,Christopher Cronyn,Production,Unit Production Manager,
212137,Michael Waxman,Directing,Assistant Director,
1535952,Alison E. McBryde,Production,Casting Associate,
1392142,Marsha Bozeman,Costume & Make-Up,Set Costumer,
548451,Jeff Wells,Crew,Digital Effects Supervisor,
142157,Doug Coleman,Crew,Stunts,
1629423,Philip Rogers,Crew,Sound Recordist,
15178,Jimmy Webb,Sound,Additional Soundtrack,/hWNr6XzL5TiAkr93eVFSbILhVYr.jpg
2226,Sydney Pollack,Directing,Director,/zxkoU2diKtvarV1Qk4z9He2lJj9.jpg
491,John Williams,Sound,Original Music Composer,/2Ats98PB1SH2yfEPikiLdhRuXZm.jpg
10640,Fredric Steinkamp,Editing,Editor,
2997,Scott Rudin,Production,Producer,/zR8sdlGblto6dneAr2mckTowwEl.jpg
5490,David Rubin,Production,Casting,/x22xlcu30x5s8jelEIkJVBeLHrn.jpg
1718,Brian Morris,Art,Production Design,
10199,Peter Robb-King,Costume & Make-Up,Makeup Artist,
142152,Bernadette Mazur,Costume & Make-Up,Makeup Artist,
83118,Lynda Gurasich,Costume & Make-Up,Hairstylist,
1565199,Stephen G. Bishop,Costume & Make-Up,Hairstylist,/5S7vryn2PQWaYGm40GDvhO8PPUm.jpg
543194,Gary Jones,Costume & Make-Up,Co-Costume Designer,
5493,Ann Roth,Costume & Make-Up,Costume Design,
18173,George DeTitta Jr.,Art,Set Decoration,
91092,Danny Michael,Sound,Sound mixer,
1387195,Adam Jenkins,Sound,Sound Re-Recording Mixer,
1345595,Scott Millan,Sound,Sound Re-Recording Mixer,
1404218,Myron Nettinga,Sound,Supervising Sound Effects Editor,
1565201,Joe Earle,Sound,Sound Effects Editor,
91096,Andrew Schmetterling,Sound,Boom Operator,
1555703,Barbara Issak,Editing,Dialogue Editor,
1399061,Benjamin Beardwood,Editing,Dialogue Editor,
1464541,Mary A. Kelly,Directing,Script Supervisor,
1391583,Myles Aronowitz,Camera,Still Photographer,
1194262,Brian Hamill,Camera,Still Photographer,/ipkdNt295kdCw1I32XGZX5rVQC3.jpg
53346,Kate Dowd,Production,Casting Associate,
1177713,Donna Maloney,Costume & Make-Up,Costume Supervisor,
4184,Ronald L. Schwary,Production,Executive Producer,
17220,John Kasarda,Art,Art Direction,
1582414,Jean-Pierre Avice,Production,Production Manager,
1748870,Thomas A. Imperato,Production,Production Supervisor,
1720,Ronna Kress,Production,Casting Associate,/8LIqLvnE7EIWHC50j0gmSO275nR.jpg
9028,Sandrine Ageorges,Production,Location Manager,
1123059,Joseph E. Iberti,Production,Location Manager,
4500,John Debney,Sound,Music,/hTrlvZlDXQk49nfc2BM9sjKfJv.jpg
11410,Steven Kemper,Editing,Editor,
10702,Martin Campbell,Directing,Director,/qhx0AySf8yH3kiHrinWknUJbr1y.jpg
9856,Ian Fleming,Writing,Characters,/3Pld5n7f5AAVjP0HdsAkgSvrlJg.jpg
10704,Jeffrey Caine,Writing,Screenplay,
10705,Bruce Feirstein,Writing,Screenplay,
10666,Barbara Broccoli,Production,Producer,/pHTiuUR93mTJhsThZv0Es4xMerS.jpg
10493,Tom Pevsner,Production,Executive Producer,
996,Eric Serra,Sound,Original Music Composer,/iY45MsVHxI4DLTqk9zKEl3XHRmd.jpg
1459,Tina Turner,Sound,Songs,/yhA10YPoQwGWtvd4TUm4X6tkv1x.jpg
10709,Phil Meheux,Camera,Director of Photography,/7dvzEurZ3sI5L2RYxvHjS4RLNl3.jpg
5056,Terry Rawlings,Editing,Editor,
10496,Debbie McWilliams,Production,Casting,
8524,Peter Lamont,Art,Production Design,/auOeNxa9viwhGN3XIO33q4v6Jcq.jpg
10710,Andrew Ackland-Snow,Art,Art Direction,
10711,Kathrin Brunner,Art,Art Direction,
10712,Charles Dwight Lee,Art,Art Direction,
8526,Michael Ford,Art,Set Decoration,
10714,Lindy Hemming,Costume & Make-Up,Costume Design,/8DiTuVH0dysJ6j1psjXE0XQ4BKR.jpg
69678,Michael G. Wilson,Production,Producer,/j9E7oKJMgprlrwkUkk2JXdY5tnJ.jpg
10706,Anthony Waye,Production,Producer,/jvM7joua7tQ6scIpTM1sdbUzI67.jpg
10703,Michael France,Writing,Story,
1593072,Michael Boone,Art,Assistant Art Director,
10788,Steven Lawrence,Art,Assistant Art Director,
1727828,Tony Graysmark,Art,Construction Coordinator,
1325211,Neil Lamont,Art,Supervising Art Director,
18457,Pam Dixon,Production,Casting,
5062,Robert Hathaway,Sound,Music Editor,
1532215,Charles Bodycomb,Crew,Armorer,
1398136,June Randall,Directing,Script Supervisor,
40747,Harvey Harrison,Camera,Camera Operator,
1408816,Roger Pearce,Camera,Camera Operator,
1485317,Herbert Raditschnig,Camera,Camera Operator,
1189807,Tim Wooster,Camera,Camera Operator,
1425502,Keith Hamshere,Camera,Still Photographer,
1427545,George Whitear,Camera,Still Photographer,
1727833,Bill Pochetty,Lighting,Gaffer,
1727834,Luigi Bisioli,Lighting,Gaffer,
1727835,Steve Foster,Lighting,Gaffer,
1081073,Chris Corbould,Visual Effects,Special Effects Supervisor,
1392704,Mara Bryan,Visual Effects,Visual Effects Coordinator,
1413507,Tim Grover,Crew,Visual Effects Editor,
38362,Peter Musgrave,Editing,Dialogue Editor,
1340118,Michael A. Carter,Sound,Sound Re-Recording Mixer,
1561880,Graham V. Hartstone,Sound,Sound Re-Recording Mixer,
40818,John Hayward,Sound,Sound Re-Recording Mixer,
9854,Jim Shields,Sound,Supervising Sound Editor,
1576017,David John,Sound,Sound Recordist,
2702,John Seale,Camera,Director of Photography,/w4wp04pRMqJI2vt3gFTdIWLDDzp.jpg
3026,Rob Reiner,Directing,Director,/2zw9Iq9uo4vZiTQNQWdNFwbA1TA.jpg
3032,Robert Leighton,Editing,Editor,
9251,Marc Shaiman,Sound,Music,/aesoPh8jPR5qDKjjt7o5uj9kS3W.jpg
13520,Aaron Sorkin,Writing,Screenplay,/oFff5AbvrhmPW2WsyXV5cL7KURN.jpg
14639,Mel Brooks,Writing,Screenplay,/ndFo3LOYNCUghQTK833N1Wtuynr.jpg
488,Steven Spielberg,Production,Producer,/pOK15UNaw75Bzj7BQO1ulehbPPm.jpg
489,Kathleen Kennedy,Production,Producer,/6rGtk7OdbkO2QDM2OQxt9Blww3O.jpg
12061,Roger S.H. Schulman,Writing,Writer,
21879,Simon Wells,Directing,Director,/sfartDj5d9bclP91YuunnaL7Fer.jpg
1205985,Stephan Franck,Visual Effects,Animation,
1447385,Jean-Francois Rey,Visual Effects,Animation,
1447593,Mick De Falco,Visual Effects,Animation,
1451229,Luc Desmarchelier,Art,Background Designer,
1457635,Leonard F.W. Green,Crew,Special Effects,
1462665,Harald Kraut,Visual Effects,Animation Manager,
8383,Maggie Gray,Art,Set Decoration,
391,Norman Garwood,Art,Production Design,
3986,Mario Kassar,Production,Executive Producer,
7228,Joel B. Michaels,Production,Producer,
6044,Mindy Marin,Production,Casting,/qzqo2SyYdwb3CKeLuUMXBJneWEe.jpg
10685,Laurence Mark,Production,Producer,/fkqSdA5JyxMZwhb2qLzAHI2AUMO.jpg
16938,Renny Harlin,Directing,Director,/lOCRZzC1UZfkObWpQtKxga5ZV8F.jpg
1368867,Allen Hall,Visual Effects,Special Effects Supervisor,
1032,Martin Scorsese,Directing,Director,/4Xwx5XL1RJj0JQmEo8Fhr6nkpOg.jpg
7170,Barbara De Fina,Production,Producer,
149,Robert Richardson,Camera,Director of Photography,/9tLrDHL9qL9yYIhcJVaINwnzmWN.jpg
3661,Thelma Schoonmaker,Editing,Editor,/mGhfN5gVg9U3iitLcCM3l4Bix4o.jpg
2242,Ellen Lewis,Production,Casting,
2366,Dante Ferretti,Art,Production Design,/nKAB8edn2JxVpnyfQAvfQnDJkVd.jpg
7163,Nicholas Pileggi,Writing,Screenplay,/foeXjiH70O5xiGHfli7UhfXxcy4.jpg
7531,Joseph P. Reidy,Production,Producer,/3bZ4HUh4JFPKo1yw2XDYjMmwj6m.jpg
1614,Ang Lee,Directing,Director,/uTX0uIBLl3JIQunuAMDRHLorffh.jpg
32982,Jane Austen,Writing,Novel,
9152,Patrick Doyle,Sound,Music,/mo87kZiHO5gsoax80Us0S2CPmS.jpg
7021,Michael Coulter,Camera,Director of Photography,
2294,Robert Rodriguez,Directing,Director,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg
138,Quentin Tarantino,Directing,Director,/9ci4NBvHXJktxjALdJsrtasqgtV.jpg
2545,Lawrence Bender,Production,Producer,/5EzlP8qdCYQrhqEYB2MTmY74KFB.jpg
11423,Mayne Berke,Art,Art Direction,
9042,Sara Andrews,Art,Set Decoration,
3113,Guillermo Navarro,Camera,Director of Photography,/AfZkxrEiLlqqHONhfJyVOLrHR8A.jpg
3115,Andrzej Sekula,Camera,Director of Photography,
156,Sally Menke,Editing,Editor,/8cUdiGU7KhBgd8UNnoUYNCMZYgQ.jpg
37334,Paul Hellerman,Production,Co-Producer,
37333,Heidi Vogel,Production,Co-Producer,
6940,Karyn Rachtman,Sound,Music Supervisor,
46589,Mary Claire Hannan,Costume & Make-Up,Costume Design,
1395016,Brian Markey,Art,Construction Coordinator,
1549015,Ray Maxwell,Art,Construction Foreman,
1877352,Marc Gillson,Art,Lead Painter,
1851725,Carlos A. Chavez,Art,Painter,
148455,Ziad Doueiri,Camera,First Assistant Camera,/pBApkpVNsR4V8UaG6S9xLMKfWKn.jpg
1708344,Rick Stribling,Camera,Key Grip,
56791,Jonathan Brown,Camera,Steadicam Operator,
1547239,Jacqueline Aronson,Costume & Make-Up,Costume Supervisor,
144146,Ermahn Ospina,Costume & Make-Up,Key Hair Stylist,
1851724,James C. Beeson,Crew,Carpenter,
1877360,Derek Hurd,Crew,Craft Service,
1877361,Ben Parker,Crew,Post Production Assistant,
1552012,Lynda Reiss,Art,Property Master,
1622121,Nancy Willen,Crew,Unit Publicist,
71901,Douglas Aarniokoski,Directing,First Assistant Director,/dQ5FUVrjKNzXEADBCg3DDSWewhW.jpg
1342669,Jayne-Ann Tenggren,Directing,Script Supervisor,
1564233,Mike Stanwick,Editing,Color Timer,
20540,Randi Hiller,Production,Casting Associate,
1401374,Robert Earl Craft,Production,Location Manager,
1402054,Dawn Todd Curfman,Production,Production Coordinator,
1415642,Denise Okimoto,Sound,Music Editor,
1410954,Pawel Wdowczak,Sound,Production Sound Mixer,
80824,Jay Nierenberg,Sound,Sound Editor,
1412227,Glenn Hoskinson,Sound,Sound Effects Editor,
1877415,Jan D. Tys,Crew,Studio Teachers,
1412242,Thom 'Coach' Ehle,Sound,Dolby Consultant,
4489,Steve Oedekerk,Directing,Director,/qUkJ4GbyAdloVjVxCUlxLT23wIe.jpg
4507,Gary Barber,Production,Executive Producer,/hVdFCnxL2F1wuq7BdgMoxiGBzis.jpg
4700,James G. Robinson,Production,Producer,
6490,Donald E. Thorin,Camera,Director of Photography,
14457,Malcolm Campbell,Editing,Editor,
1007395,J.J. Makaro,Crew,Stunt Coordinator,
20840,Doug Richardson,Writing,Screenplay,
1059,Neil Canton,Production,Producer,
1586,Adam Fields,Production,Executive Producer,
3805,Jon Peters,Production,Producer,/g7QUavX05hDboodZulsFF65AVjN.jpg
23969,John Lindley,Camera,Director of Photography,
1264,Bill Pankow,Editing,Editor,/3cX0GVPg9YnqRFKFoZ5Xa7fjSX5.jpg
71130,Michael Dilbeck,Sound,Music Supervisor,
1534236,Linda R. Chen,Camera,Still Photographer,
959360,Bill Groom,Art,Production Design,
6410,Francine Maisler,Production,Casting,/7kOKhRSuwDXqyd2Dm2xdWdi18lQ.jpg
15524,Ruth E. Carter,Costume & Make-Up,Costume Design,
12258,Beth A. Rubino,Art,Set Decoration,
9270,Sarah Knowles,Art,Art Direction,
13933,Dennis Bradford,Art,Art Direction,
9989,Mark Mancina,Sound,Original Music Composer,/lt71bHajcyP9Nk7n18Nuq6NidA8.jpg
1537446,David Lee,Camera,Still Photographer,
1403515,Stan Bochner,Sound,Supervising Sound Editor,
51449,Timothy M. Bourne,Production,Production Manager,
1422054,Laini Thompson,Costume & Make-Up,Makeup Artist,
1405321,Margot Boccia,Costume & Make-Up,Makeup Department Head,
1444909,Melissa A. Yonkey,Costume & Make-Up,Hairstylist,
6328,Jack Gill,Crew,Stunt Coordinator,/yQrrUhPfBCERIcFpYDKDbaXzZQv.jpg
38410,Michael Stone,Camera,Camera Operator,
1411272,Lawrence Karman,Camera,Camera Operator,
933949,Geary McLeod,Camera,Camera Operator,
2986,Doug Claybourne,Production,Co-Producer,
92377,Lee Dichter,Sound,Sound Re-Recording Mixer,
1337464,Dominick Tavella,Sound,Sound Re-Recording Mixer,
1341403,Richard King,Sound,Sound Effects Editor,
5174,Barry Sonnenfeld,Directing,Director,/m8vIfbXI44Fd8VK7HSJRisYQjQc.jpg
2235,Elmore Leonard,Writing,Novel,/vL1oMCp0EE8kgSNJEPDPrMs7qVs.jpg
518,Danny DeVito,Production,Producer,/zKuyzmKzPLG7RJo7lbbHjx6CCZc.jpg
5381,Michael Shamberg,Production,Producer,/tjqSWmFb0OCjnTwDISwR8Kl94af.jpg
5382,Stacey Sher,Production,Producer,/fFvKIC38R9Q34VhTQ8BGfqorK8E.jpg
9614,Donald Peterman,Camera,Director of Photography,
2199,Scott Frank,Writing,Screenplay,/hV0DEtOsiiQAMb7Oqo2VEII8o2l.jpg
11802,Betsy Heimann,Costume & Make-Up,Costume Design,
495,Debra Zane,Production,Casting,
11412,Steve Arnold,Art,Art Direction,
6191,Leslie E. Rollins,Art,Set Decoration,
1453174,Jim Ondrejko,Art,Construction Coordinator,
1321004,David Rawley,Costume & Make-Up,Costume Supervisor,
1527434,Eliza Paley,Editing,Dialogue Editor,
1280314,Suzanne Pillsbury,Editing,First Assistant Editor,
1397881,Audrey Futterman-Stern,Costume & Make-Up,Hairstylist,
853,Alan Heim,Editing,Editor,
19155,Christopher Young,Sound,Original Music Composer,/2laVovSXDVpHRS6HSpKyCspSmze.jpg
17815,Ann Biderman,Writing,Screenplay,
8862,László Kovács,Camera,Director of Photography,/qvsRxyAPJw9Kv8ubV2AKWLiUcz8.jpg
10570,Joseph M. Caracciolo Jr.,Production,Executive Producer,
5328,Kerry Barden,Production,Casting,/zb3khdNgVHerkFz4esvjSZHnbDW.jpg
3192,Billy Hopkins,Production,Casting,/vTGamEl7a1D93TCh165v8IyZZMG.jpg
4023,Suzanne Smith,Production,Casting,/fASNhfD4Tmw6KPW0LoPUycIFxEL.jpg
1253,Jim Clay,Art,Production Design,
60579,Chris Seagers,Art,Art Direction,
20570,Catherine Davis,Art,Set Decoration,
3104,Chris Newman,Sound,Production Sound Mixer,
7187,Richard Donner,Directing,Director,/2G0gyLVJzLmRl4W3sFyaVfxppJJ.jpg
9339,Lilly Wachowski,Writing,Author,/qofqjT1drfmB5VNstWqSSfEJOLD.jpg
9340,Lana Wachowski,Writing,Author,/fxZ7SpJCZ9DgJERWEpGmn5a4mdp.jpg
12235,Vilmos Zsigmond,Camera,Director of Photography,/zItpdF2B0mohQSFs40E7eUg3nkL.jpg
3175,Richard Marks,Editing,Editor,
3028,Bruce A. Evans,Production,Producer,
3029,Raynold Gideon,Production,Producer,
29525,Andrew Lazar,Production,Producer,
7200,Lauren Shuler Donner,Production,Executive Producer,/uwuWpT2xyhwlrfSCk6xTTvrRvEE.jpg
1091,Joel Silver,Production,Producer,/9BUSlPpIAEQYtRdzVrSXaivld04.jpg
22816,Jim Van Wyck,Production,Producer,
5398,Dino De Laurentiis,Production,Executive Producer,/l5skcaSr7QLDMOpAahznDjUW9Ec.jpg
1376901,Marshall Winn,Editing,Dialogue Editor,
3806,Marion Dougherty,Production,Casting,/vHUj1WzotNrj9PTT6wJ1yhhULbD.jpg
15327,Nathan Crowley,Art,Art Direction,/lI5Q6oEf1nj3AAHuTltwpckQW3n.jpg
2486,Thomas E. Sanders,Art,Production Design,
7849,Lisa Dean,Art,Set Decoration,
5710,Elizabeth McBride,Costume & Make-Up,Costume Design,
1322089,Cha Blevins,Costume & Make-Up,Costume Supervisor,
19291,Daniel T. Dorrance,Art,Supervising Art Director,
1316296,Scott Eddo,Costume & Make-Up,Makeup Artist,
1401253,Erik L. Nelson,Crew,Property Master,/pD9V44n7frEliTwRiTcVAOn5855.jpg
1360094,Noelle King,Art,Set Designer,
40594,Gilbert Wong,Art,Set Designer,
4716,Virginia Cook-McGowan,Editing,Dialogue Editor,
1392129,John F. Reynolds,Editing,Dialogue Editor,
1401259,Robert G. Henderson,Sound,Supervising Sound Editor,
1376818,Kevin Bartnof,Sound,Foley,
1052,Rick Alexander,Sound,Sound Re-Recording Mixer,
1341854,David E. Campbell,Sound,Sound Re-Recording Mixer,
1341808,Kevin E. Carpenter,Sound,Sound Re-Recording Mixer,
1341138,Jeffrey J. Haboush,Sound,Sound Re-Recording Mixer,
